會計項目,流動比率,速動比率,利息保障倍數,毛利率,存貨週轉率,負債比,稅後淨利率,ROE,ROA,股票代碼,股票名稱,股票類別,判斷
2016,130.08,107.05,20.67,29.62,4.23,48.33,12.39,15.67,8.7,6449,鈺邦,電子零組件業,2016_6449
2016,220.43,191.69,8.39,18.43,7.46,42.66,5.32,8.05,5.24,8039,台虹,電子零組件業,2016_8039
2016,515.78,450.08,-25.51,-2.05,8.52,21.99,-2.38,-1.98,-1.49,8046,南電,電子零組件業,2016_8046
2016,251.7,203.58,56.07,32.08,3.78,33.21,9.44,10.19,6.8,8103,瀚荃,電子零組件業,2016_8103
2016,137.74,120.59,9.99,13.97,9.34,57.15,4.44,7.58,3.74,8213,志超,電子零組件業,2016_8213
2017,142.12,129.93,-73.84,-5.75,11.23,39.44,-37.02,-30.2,-20.03,1471,首利,電子零組件業,2017_1471
2017,298.3,277.75,330.61,23.15,12.74,30.45,9.8,15.05,9.89,1582,信錦,電子零組件業,2017_1582
2017,165.55,131,63.82,27.18,5.73,46.61,8.39,14.28,7.85,2308,台達電,電子零組件業,2017_2308
2017,160.35,127.21,13.65,14.99,7.38,59.44,6.63,16.6,7.25,2313,華通,電子零組件業,2017_2313
2017,353.58,315.56,1.3,7.11,6.42,39.31,-0.16,-0.11,-0.3,2316,楠梓電,電子零組件業,2017_2316
2017,108.12,93.1,27.12,32.54,4.38,55.04,20.71,23.8,11.24,2327,國巨,電子零組件業,2017_2327
2017,176.01,148.3,54.72,8.33,11.98,41.76,3.25,7.22,4.41,2328,廣宇,電子零組件業,2017_2328
2017,181.85,133.12,47.17,13.92,5.09,35.85,6.33,9.24,6.04,2355,敬鵬,電子零組件業,2017_2355
2017,117.74,88.8,5.75,15.88,8.81,57.54,3.59,7.31,3.73,2367,燿華,電子零組件業,2017_2367
2017,125.3,96.59,-0.09,9.82,6.18,68.01,-1.4,-3.87,-0.11,2368,金像電,電子零組件業,2017_2368
2017,551.04,514.21,131.19,18.53,5.86,61.09,12.58,13.13,6.5,2375,凱美,電子零組件業,2017_2375
2017,222.84,186.1,210.46,24.68,7.69,42.87,11.84,24.96,14.03,2383,台光電,電子零組件業,2017_2383
2017,117.89,84.11,59.17,17.21,5.69,58.08,6.23,17.16,7.52,2385,群光,電子零組件業,2017_2385
2017,128.7,89.89,5.85,10.13,8.17,62.51,0.43,1.54,0.72,2392,正崴,電子零組件業,2017_2392
2017,180.25,150.23,-8.64,1.77,7.43,42.68,-4.16,-4.87,-2.6,2402,毅嘉,電子零組件業,2017_2402
2017,139.49,100.88,-3.39,15.31,3.8,62.29,-3.55,-6.98,-2.25,2413,環科,電子零組件業,2017_2413
2017,133.34,111.98,5.52,27.96,3.61,58.72,6.72,7.88,4.27,2415,錩新,電子零組件業,2017_2415
2017,144.95,110.68,13.91,37.73,2.56,55.46,15.76,15.34,7.24,2420,新巨,電子零組件業,2017_2420
2017,148.98,107.44,62.1,22.42,5.44,52.64,6.06,16.1,7.84,2421,建準,電子零組件業,2017_2421
2017,407.35,333.93,523.85,35.22,3.78,26.14,18.54,20.21,14.45,2428,興勤,電子零組件業,2017_2428
2017,220.59,170.36,-20.03,10.39,4.74,34.3,-1.66,-2.36,-1.4,2431,聯昌,電子零組件業,2017_2431
2017,126.28,102.04,6.1,9.03,11.09,53.52,3.78,10.07,5.85,2440,太空梭,電子零組件業,2017_2440
2017,191.05,148,3.33,11.64,6.51,47.87,0.06,0.13,0.09,2457,飛宏,電子零組件業,2017_2457
2017,167.27,129.62,1.09,11.03,4,58.03,-0.02,-0.03,-0.15,2460,建通,電子零組件業,2017_2460
2017,157.46,127.67,9.14,10.64,6.84,51.15,0.69,1.15,0.66,2462,良得電,電子零組件業,2017_2462
2017,161.26,126.99,21.23,33.14,3.89,59.81,8.54,19.29,7.91,2467,志聖,電子零組件業,2017_2467
2017,154.52,129.12,26.22,24.45,5.65,44.77,10.75,15.34,8.99,2472,立隆電,電子零組件業,2017_2472
2017,322.74,278.08,113.06,29.19,5.01,30.33,8.68,8.75,6.26,2476,鉅祥,電子零組件業,2017_2476
2017,194.03,130.8,39.84,17.59,2.78,34.75,4.78,4.29,2.92,2478,大毅,電子零組件業,2017_2478
2017,178.97,143.88,29.71,29.74,3.69,39.75,9.1,6.69,4.85,2483,百容,電子零組件業,2017_2483
2017,319.88,244.94,28.99,16.71,5.7,29.15,5.27,5.85,4.32,2484,希華,電子零組件業,2017_2484
2017,155.06,124.07,41.58,25.97,4.45,45.58,12.96,15.89,9,2492,華新科,電子零組件業,2017_2492
2017,289.65,195.19,49362.17,29.7,2.23,30.54,10.83,11.02,7.91,2493,揚博,電子零組件業,2017_2493
2017,418.97,323.79,67.4,36.15,2.2,26.21,15.24,11.48,8.57,3003,健和興,電子零組件業,2017_3003
2017,214.46,159.31,-91.84,14.88,3.42,33.39,-9.32,-8.18,-5.34,3011,今皓,電子零組件業,2017_3011
2017,173.03,133.1,100.03,10.48,5.76,39.72,2.22,3.82,2.27,3015,全漢,電子零組件業,2017_3015
2017,191.69,144.85,21.98,24.37,4.41,42.22,5.2,9.41,5.77,3021,鴻名,電子零組件業,2017_3021
2017,177.53,128.34,55.41,25.11,4.08,49.71,9.37,20.27,10.56,3023,信邦,電子零組件業,2017_3023
2017,247.77,184.29,45.83,18.47,5.35,30.21,5.63,8.6,6.22,3026,禾伸堂,電子零組件業,2017_3026
2017,168.96,134.28,29.51,17.32,5.8,56.59,4.16,8.96,4.18,3032,偉訓,電子零組件業,2017_3032
2017,128.35,107,3.31,8.9,8.86,55.24,1.07,1.49,0.99,3037,欣興,電子零組件業,2017_3037
2017,350.63,284.57,50,24.89,4.36,31.62,10.83,10.04,6.87,3042,晶技,電子零組件業,2017_3042
2017,139.38,125.1,26.17,18.23,7.63,56.26,9.53,14.49,6.8,3044,健鼎,電子零組件業,2017_3044
2017,135.4,98.32,-1.66,12.57,5.48,51.25,-0.72,-1.43,-0.45,3058,立德,電子零組件業,2017_3058
2017,196.32,142.9,29.35,17.21,4.11,52.72,7.19,18.52,8.57,3090,日電貿,電子零組件業,2017_3090
2017,173.64,137.64,53.04,28.15,3.87,46.93,12.81,22.18,11.73,3092,鴻碩,電子零組件業,2017_3092
2017,314.23,297.06,-3.16,14.31,11.76,28.37,-3.81,-2.13,-1.11,3229,晟鈦,電子零組件業,2017_3229
2017,273.22,236.68,27.11,16.39,8.02,32.15,0.08,0.14,0.1,3296,勝德,電子零組件業,2017_3296
2017,204.51,170.19,-2.24,12.15,2.77,54.99,-5.93,-5.22,-1.63,3308,聯德,電子零組件業,2017_3308
2017,136.84,117.68,-9,6.71,10.33,74.98,-8.95,-23.28,-6.35,3321,同泰,電子零組件業,2017_3321
2017,135.95,114.24,10.6,22.94,7.39,61.53,1.15,3.36,1.51,3338,泰碩,電子零組件業,2017_3338
2017,228.39,205.29,85.39,25.65,7.02,25.83,8.46,6.16,4.58,3376,新日興,電子零組件業,2017_3376
2017,985.74,978.25,-0.44,37.34,6.25,13.62,-10.68,-1.62,-0.4,3432,台端,電子零組件業,2017_3432
2017,236.57,174.27,106.8,30.33,2.79,32.63,10.61,9.43,6.89,3501,維熹,電子零組件業,2017_3501
2017,239.93,185.3,223.06,32.34,4.24,28.26,9.37,11.98,8.88,3533,嘉澤,電子零組件業,2017_3533
2017,264.34,236.22,16.42,19.68,9.29,44.94,3.43,6.18,3.73,3550,聯穎,電子零組件業,2017_3550
2017,72.49,56.88,1.08,15.18,6.52,61.28,0.25,0.31,1.65,3593,力銘,電子零組件業,2017_3593
2017,158.66,132.62,5.04,19.29,5.97,47.2,1.11,1.48,1.03,3605,宏致,電子零組件業,2017_3605
2017,202.81,177.7,-13.28,5.79,8.25,43.77,-7.17,-7.61,-4.02,3607,谷崧,電子零組件業,2017_3607
2017,173.34,132.85,27.25,32.85,4.14,36.16,14.23,12.39,8.19,3645,達邁,電子零組件業,2017_3645
2017,315.98,207.76,104.17,25.97,2.59,22.13,6.36,5.37,4.39,3653,健策,電子零組件業,2017_3653
2017,377.92,348.39,29.64,24.73,6.84,43.59,10.84,9.45,5.86,3679,新至陞,電子零組件業,2017_3679
2017,112.32,91.64,18.89,20.51,6.22,65.66,7.39,20,8.35,4912,聯德控股-KY,電子零組件業,2017_4912
2017,126.07,96.69,88.06,12.31,7.91,65.63,3.57,17.2,5.86,4915,致伸,電子零組件業,2017_4915
2017,100.52,71.6,1.95,10.43,6.45,60.79,0.75,1.87,1.45,4927,泰鼎-KY,電子零組件業,2017_4927
2017,147.46,127.05,12.04,16.33,9.91,55.33,6.2,14.49,6.76,4958,臻鼎-KY,電子零組件業,2017_4958
2017,340.92,313.99,224.72,36.45,6.53,23.21,15.26,12.63,9.68,4999,鑫禾,電子零組件業,2017_4999
2017,151.93,131.98,5.12,13.46,7.47,59.01,2.75,4.97,2.45,5469,瀚宇博,電子零組件業,2017_5469
2017,127.21,110.2,5.14,14.32,8.27,65.88,3.13,7.34,3.18,6108,競國,電子零組件業,2017_6108
2017,234.91,216.74,37.23,19.11,11.19,38.95,6.45,8.93,5.61,6115,鎰勝,電子零組件業,2017_6115
2017,305.12,246.14,406.32,28.09,4.09,19.52,2.1,1.58,1.32,6133,金橋,電子零組件業,2017_6133
2017,94.71,80.19,6.4,14.86,9.49,60.57,5.5,12.27,5.75,6141,柏承,電子零組件業,2017_6141
2017,121.16,103.92,3.22,12.64,8.1,55.29,0.17,0.3,0.2,6153,嘉聯益,電子零組件業,2017_6153
2017,182.47,162.97,7.25,27.42,3.69,37.22,6.15,3.11,2.35,6155,鈞寶,電子零組件業,2017_6155
2017,160.71,132.97,5.03,12.34,6.49,55.34,2.05,3.66,2.06,6191,精成科,電子零組件業,2017_6191
2017,313.53,262.36,558.26,17.77,5.03,27.69,6.82,8.2,5.96,6197,佳必琪,電子零組件業,2017_6197
2017,309.32,281.52,1622.79,30.55,8.33,26.63,7.68,8.04,5.72,6205,詮欣,電子零組件業,2017_6205
2017,153.79,137.67,39,14.61,13.03,59.61,5.87,17.54,7.09,6213,聯茂,電子零組件業,2017_6213
2017,432.67,361.96,5053.9,48.4,2.92,16.09,21.23,15.68,12.98,6224,聚鼎,電子零組件業,2017_6224
2017,196.24,156.23,239.47,21.91,5.85,41.87,11.83,18.31,11.32,6269,台郡,電子零組件業,2017_6269
2017,165.11,126.62,142.59,16.11,6.04,47.37,2.01,4.32,2.33,6282,康舒,電子零組件業,2017_6282
2017,130.6,87.44,52.24,17.19,4.84,63.02,5.6,21.26,7.99,6412,群電,電子零組件業,2017_6412
2017,145.59,120.14,17.87,27.7,4.65,49.31,9.74,13.51,7.32,6449,鈺邦,電子零組件業,2017_6449
2017,217.66,176.18,15.49,19.07,6.57,38.3,6.67,10.66,6.78,8039,台虹,電子零組件業,2017_8039
2017,432.38,367.55,-27.43,-1.15,7.55,23.91,-7.35,-6.11,-4.54,8046,南電,電子零組件業,2017_8046
2017,221.37,176.96,54.65,30.28,3.75,36.3,6.15,6.86,4.55,8103,瀚荃,電子零組件業,2017_8103
2017,148,129.75,9.14,13.08,8.87,53.56,3.62,6.71,3.36,8213,志超,電子零組件業,2017_8213
2018,112.02,99.98,-28.24,-6.58,14.61,40.51,-25.3,-27.69,-16.08,1471,首利,電子零組件業,2018_1471
2018,275.78,253.76,1668.34,23.09,12.59,33.82,10.1,15.44,10.49,1582,信錦,電子零組件業,2018_1582
2018,195.1,152.56,42.78,26.81,5.33,46.76,7.87,13.65,7.45,2308,台達電,電子零組件業,2018_2308
2018,163.61,125.15,9.26,14.22,6.69,59.26,4.72,10.36,4.72,2313,華通,電子零組件業,2018_2313
2018,363.87,324.34,18.32,7.39,6.44,40.75,5.44,4.2,2.67,2316,楠梓電,電子零組件業,2018_2316
2018,115.67,95.84,73.93,63.31,3.69,51.58,43.86,74.56,35.65,2327,國巨,電子零組件業,2018_2327
2018,166.31,139.46,51.07,8.66,9.75,45.77,4.97,11.01,6.3,2328,廣宇,電子零組件業,2018_2328
2018,203.01,151.24,7.39,10.29,4.68,33.23,0.8,1.03,0.78,2355,敬鵬,電子零組件業,2018_2355
2018,111.95,83.07,5.84,13.86,7.88,55.5,3.27,6.58,3.45,2367,燿華,電子零組件業,2018_2367
2018,118.67,88.84,2.11,14.57,5.46,66.73,1.11,3.3,2.05,2368,金像電,電子零組件業,2018_2368
2018,181.32,163.07,190.21,19.13,3.48,42.2,96.08,54.08,27.76,2375,凱美,電子零組件業,2018_2375
2018,225.4,194.72,345.03,19.99,7.69,45.75,7.66,14.74,8.23,2383,台光電,電子零組件業,2018_2383
2018,118.48,79.99,36.2,14.46,5.42,59.12,4.56,14.1,6,2385,群光,電子零組件業,2018_2385
2018,138.6,87.92,4.04,8.71,6.54,60.73,0.62,2.03,1.03,2392,正崴,電子零組件業,2018_2392
2018,185.03,158.51,6.76,7.06,6.98,38.12,2.01,2.44,1.71,2402,毅嘉,電子零組件業,2018_2402
2018,144.05,96.21,2.34,15.95,3.44,63.59,0.12,0.26,0.17,2413,環科,電子零組件業,2018_2413
2018,143.51,120.9,3.42,25.81,3.24,55.5,5.72,6.22,3.78,2415,錩新,電子零組件業,2018_2415
2018,171.41,106.11,22.56,36.88,2.36,45.47,17.75,16.47,8.46,2420,新巨,電子零組件業,2018_2420
2018,142.47,102.39,44.1,20.07,5.4,53.86,5.08,14.62,6.99,2421,建準,電子零組件業,2018_2421
2018,423.83,352.19,383.34,37.23,3.9,26.51,16.42,16.88,12.47,2428,興勤,電子零組件業,2018_2428
2018,177.56,126.15,-6783.92,5.31,5.27,43.18,-7.82,-13.29,-8.15,2431,聯昌,電子零組件業,2018_2431
2018,120.79,95.65,-0.28,5.58,9.12,55.66,-1.71,-4.88,-0.48,2440,太空梭,電子零組件業,2018_2440
2018,177.02,124.99,-7.2,10.41,5.93,51.4,-2.03,-4.71,-2.08,2457,飛宏,電子零組件業,2018_2457
2018,158.14,125.34,-1.02,7.04,4.12,57.76,-2.26,-3.39,-0.72,2460,建通,電子零組件業,2018_2460
2018,174.94,137.65,3.82,8.16,6.08,47.96,0.25,0.44,0.3,2462,良得電,電子零組件業,2018_2462
2018,163.58,130.06,25.29,31.54,4.15,58.23,10.49,23.45,10.01,2467,志聖,電子零組件業,2018_2467
2018,144.43,115.68,24.07,26.8,5.01,48.71,11.23,16.65,9.23,2472,立隆電,電子零組件業,2018_2472
2018,325.89,276.55,99.93,26.79,4.56,31.05,6.92,6.91,4.84,2476,鉅祥,電子零組件業,2018_2476
2018,260.49,176.46,638.13,38.57,2.56,32.25,22.74,25.92,17.3,2478,大毅,電子零組件業,2018_2478
2018,168.41,127.86,19.19,22.38,3.89,34.96,7.89,6.59,4.35,2483,百容,電子零組件業,2018_2483
2018,427.52,306.45,50,21.44,4.1,25.36,9.66,8.68,6.44,2484,希華,電子零組件業,2018_2484
2018,172.23,141.96,237.22,60.4,3.7,41.21,42.99,72.81,41.85,2492,華新科,電子零組件業,2018_2492
2018,289.02,202.83,142782.33,31.9,2.02,30.18,14.29,14.66,10.21,2493,揚博,電子零組件業,2018_2493
2018,378.86,278.03,68.67,33.25,2.06,28,13.73,10.69,7.91,3003,健和興,電子零組件業,2018_3003
2018,179.6,130.26,-17.17,11.21,4.08,40.78,-2.23,-2.84,-1.68,3011,今皓,電子零組件業,2018_3011
2018,168.58,128.95,19.15,10.03,6.03,39.97,0.63,1.1,0.7,3015,全漢,電子零組件業,2018_3015
2018,173.39,122.72,25.13,23.46,3.91,46.82,5.25,10.46,6.03,3021,鴻名,電子零組件業,2018_3021
2018,162.74,112.2,45.27,25.06,3.77,52.14,8.77,20.95,10.5,3023,信邦,電子零組件業,2018_3023
2018,256.63,194.91,144.87,35.14,4.43,30.14,16.39,28.97,20.37,3026,禾伸堂,電子零組件業,2018_3026
2018,138.91,104.86,55.72,13.1,4.56,56.23,6.2,13.22,5.87,3032,偉訓,電子零組件業,2018_3032
2018,126.4,105.73,4.69,11.07,8.54,55.36,2.42,3.92,2.23,3037,欣興,電子零組件業,2018_3037
2018,340.73,253.75,36.96,22.41,3.81,30.34,7.9,7.19,5.1,3042,晶技,電子零組件業,2018_3042
2018,140.99,122.2,20.67,18.74,6.91,54.66,9.48,15.64,7.32,3044,健鼎,電子零組件業,2018_3044
2018,123.25,83.3,-11.53,12.27,4.96,53.28,-3.25,-6.82,-3,3058,立德,電子零組件業,2018_3058
2018,220.7,145.01,62.68,27.84,3.52,44.67,14.75,37.97,19.94,3090,日電貿,電子零組件業,2018_3090
2018,151.27,114.27,36.04,26.14,4.17,52.38,12.62,23.84,12.29,3092,鴻碩,電子零組件業,2018_3092
2018,287.29,271.68,-23.2,9.57,11.71,29.99,-16.11,-9.88,-6.71,3229,晟鈦,電子零組件業,2018_3229
2018,133.61,105.04,-9.89,0.58,2.55,54.68,-20.79,-16.32,-6.69,3308,聯德,電子零組件業,2018_3308
2018,72.75,58.52,-8.49,0.96,7.98,73.7,-14.01,-37.33,-8.56,3321,同泰,電子零組件業,2018_3321
2018,157.52,134.63,38.96,20.33,7.06,60.46,3.96,11.49,4.61,3338,泰碩,電子零組件業,2018_3338
2018,256.34,222.57,411.78,24.11,6.27,26.38,12.35,9.63,7.13,3376,新日興,電子零組件業,2018_3376
2018,713.91,711.6,122.75,39.76,9.78,20.33,245.24,19.52,16.27,3432,台端,電子零組件業,2018_3432
2018,269.23,188.37,94.02,27.51,2.61,29.45,12.84,12.38,8.63,3501,維熹,電子零組件業,2018_3501
2018,246.8,189.33,117.65,32.67,4.46,28.42,12.83,18.67,13.49,3533,嘉澤,電子零組件業,2018_3533
2018,237.52,214.02,15.49,18.65,9.88,48.14,2.99,6.03,3.44,3550,聯穎,電子零組件業,2018_3550
2018,53.95,36.51,-2.03,9.29,5.66,60.92,-17.86,-24.92,-6.49,3593,力銘,電子零組件業,2018_3593
2018,186.04,151.78,8.7,20.46,5.86,50.04,3.31,5.22,3.03,3605,宏致,電子零組件業,2018_3605
2018,234.19,206.41,-20.4,-0.29,9.03,40.18,-16.19,-18.83,-10.47,3607,谷崧,電子零組件業,2018_3607
2018,132.73,83.52,44.33,35.64,3.49,38.53,16.7,15.85,10.15,3645,達邁,電子零組件業,2018_3645
2018,398.81,278.08,60.99,24.46,2.75,28.06,10.54,10.68,8.1,3653,健策,電子零組件業,2018_3653
2018,303.42,275.97,19.1,18.91,6.99,46.65,5.73,5.78,3.35,3679,新至陞,電子零組件業,2018_3679
2018,139.23,106.28,13.95,21.28,6.29,65.28,6.71,23.21,8.63,4912,聯德控股-KY,電子零組件業,2018_4912
2018,120.76,90.99,63.21,12.02,7.84,65.32,2.95,13.69,4.81,4915,致伸,電子零組件業,2018_4915
2018,110.35,78.99,9.16,16.29,6.15,50.51,7.45,16,8,4927,泰鼎-KY,電子零組件業,2018_4927
2018,171.49,152.04,16.83,22.1,8.61,44.25,9.78,17.3,9.3,4958,臻鼎-KY,電子零組件業,2018_4958
2018,446.65,394.69,219.22,35.26,5.81,19.1,19.28,14.54,11.53,4999,鑫禾,電子零組件業,2018_4999
2018,154.25,132.35,6.13,14.9,7.81,55.62,3.98,6.82,3.48,5469,瀚宇博,電子零組件業,2018_5469
2018,134.74,121.34,7.97,15.33,8.72,64.83,6.22,14.64,5.8,6108,競國,電子零組件業,2018_6108
2018,235.96,216.1,42.5,17.06,10.37,40.32,7.48,10.58,6.54,6115,鎰勝,電子零組件業,2018_6115
2018,267.98,200.15,8.5,19.95,3.72,19.27,1.33,0.94,0.86,6133,金橋,電子零組件業,2018_6133
2018,88.89,78.18,-0.26,12.66,10.8,63.3,-2.2,-5.16,-0.41,6141,柏承,電子零組件業,2018_6141
2018,132.36,104.28,17.94,17.32,5.66,57.62,5.16,8.69,3.98,6153,嘉聯益,電子零組件業,2018_6153
2018,182.17,160.77,24.66,27.76,3.13,39.26,17.65,9.24,5.94,6155,鈞寶,電子零組件業,2018_6155
2018,151.14,121.77,3.73,12.16,6.73,54.97,1.78,3.19,1.96,6191,精成科,電子零組件業,2018_6191
2018,267.3,221.91,87.98,18.44,4.54,33.03,7.96,8.96,6.31,6197,佳必琪,電子零組件業,2018_6197
2018,323,290.96,5243.37,29.92,7.05,24.43,9.35,8.33,6.2,6205,詮欣,電子零組件業,2018_6205
2018,160.75,143.83,42.34,14.53,12.23,57.25,7.92,23.23,9.9,6213,聯茂,電子零組件業,2018_6213
2018,347.16,283.18,223.53,47.5,3.13,19.42,20.98,16.84,13.9,6224,聚鼎,電子零組件業,2018_6224
2018,277.41,228.95,659.85,19.13,5.05,30.49,9.88,14.27,9.08,6269,台郡,電子零組件業,2018_6269
2018,152.84,111.71,78.16,13.11,4.94,55.53,5.6,12.55,6.11,6282,康舒,電子零組件業,2018_6282
2018,124.34,73.41,25,14.01,4.2,66.45,3.27,13.75,5.04,6412,群電,電子零組件業,2018_6412
2018,139.09,100.3,10.77,25.32,3.31,47.95,8.93,10.64,6.03,6449,鈺邦,電子零組件業,2018_6449
2018,212.78,175.8,18.51,20.67,4.95,38.19,7.05,9.29,6.07,8039,台虹,電子零組件業,2018_8039
2018,536.56,435.1,-5.93,1.21,7.03,21.88,-2.03,-1.93,-1.27,8046,南電,電子零組件業,2018_8046
2018,254.05,202.11,54.86,27.45,4.16,36.95,6.56,8.25,5.33,8103,瀚荃,電子零組件業,2018_8103
2018,149.43,130.46,11.5,14.86,8.72,55.27,5.24,9.77,4.88,8213,志超,電子零組件業,2018_8213
2019,202.08,182.35,71.25,26.39,9.58,42.95,10.98,16.72,10.38,1582,信錦,電子零組件業,2019_1582
2019,829.19,792.26,179.18,53.75,4.84,15.68,32,14.99,13.1,2059,川湖,電子零組件業,2019_2059
2019,172.13,126.26,40.84,27.78,5.26,43.94,8.92,15.25,8.56,2308,台達電,電子零組件業,2019_2308
2019,187.28,145.44,12.86,17.8,6.39,57.95,6.8,15.52,6.97,2313,華通,電子零組件業,2019_2313
2019,344.95,300.89,21.52,6.71,5.71,41.32,10.8,7.61,4.7,2316,楠梓電,電子零組件業,2019_2316
2019,106.92,90.57,18.19,35.78,3.28,52.02,17.07,13.35,6.81,2327,國巨,電子零組件業,2019_2327
2019,184.42,155.39,27.52,9.22,8.85,42,4.5,9.19,5.35,2328,廣宇,電子零組件業,2019_2328
2019,204.02,154.94,14.58,7.81,4.87,31.89,3.7,4.23,3.06,2355,敬鵬,電子零組件業,2019_2355
2019,118.7,89.48,16.36,22.53,7.83,54.68,7.72,16.3,7.8,2367,燿華,電子零組件業,2019_2367
2019,126.71,101.47,2.03,13.11,5.37,65.73,0.68,1.82,1.22,2368,金像電,電子零組件業,2019_2368
2019,185.09,168.22,27.18,25.1,3.95,40.49,12.62,7.64,4.65,2375,凱美,電子零組件業,2019_2375
2019,182.47,154.33,192.32,24.53,7.34,47.34,13.05,25.5,13.69,2383,台光電,電子零組件業,2019_2383
2019,123.37,87.16,67.5,17.59,5.27,55.36,7.35,22.65,9.84,2385,群光,電子零組件業,2019_2385
2019,142.49,99.79,7.81,10.45,7.19,61.47,1.83,6.36,2.84,2392,正崴,電子零組件業,2019_2392
2019,213.22,184.24,12.02,11.85,7.09,30.99,3.69,3.83,2.72,2402,毅嘉,電子零組件業,2019_2402
2019,139.64,123.17,2.64,23.91,3.65,59.56,3.76,3.96,2.71,2415,錩新,電子零組件業,2019_2415
2019,161.04,116.51,28.2,37.85,2.36,46.87,18.28,15.73,8.78,2420,新巨,電子零組件業,2019_2420
2019,142.72,109.94,32.54,22.12,5.48,55.2,5.84,16.27,7.63,2421,建準,電子零組件業,2019_2421
2019,483.59,418.06,300.15,40.25,3.89,25.55,19.18,17.74,13.17,2428,興勤,電子零組件業,2019_2428
2019,188.28,126.78,65.33,10.47,5.29,40.43,0.3,0.68,0.4,2431,聯昌,電子零組件業,2019_2431
2019,169.11,134.06,8.94,10.99,6.24,45.73,2.82,5.18,3.1,2462,良得電,電子零組件業,2019_2462
2019,154.41,133.92,12.27,28.58,4.13,58.66,7.62,12.61,5.7,2467,志聖,電子零組件業,2019_2467
2019,176.51,143.53,10.87,24.96,4.3,46,8.37,10.57,6.12,2472,立隆電,電子零組件業,2019_2472
2019,315.53,276.01,47.21,26.26,4.58,33.02,7.61,7.35,5.1,2476,鉅祥,電子零組件業,2019_2476
2019,215.64,133.25,305.17,24.22,2.13,31.24,8.71,6.99,4.78,2478,大毅,電子零組件業,2019_2478
2019,144.14,114.47,17.61,20.18,3.92,34.92,8.96,6.62,4.56,2483,百容,電子零組件業,2019_2483
2019,415.69,297.63,25.51,20.09,3.41,25.24,5.28,4.03,3.14,2484,希華,電子零組件業,2019_2484
2019,178.17,151.8,105.02,34.36,3.69,39.25,23.5,19.17,11.57,2492,華新科,電子零組件業,2019_2492
2019,298.05,214.83,2232.01,26.33,2.36,30.24,9.21,9.57,6.69,2493,揚博,電子零組件業,2019_2493
2019,345.82,257.31,50.14,31.67,1.91,29.48,12.25,9.39,6.83,3003,健和興,電子零組件業,2019_3003
2019,163.02,128.23,11.64,10.69,5.98,42.28,1.01,1.66,1.07,3015,全漢,電子零組件業,2019_3015
2019,166.86,119.9,22.04,22.94,3.58,49.83,5.43,11.26,6.09,3021,鴻名,電子零組件業,2019_3021
2019,153.79,102.79,45.3,25.66,3.31,54.63,9.38,22.99,10.93,3023,信邦,電子零組件業,2019_3023
2019,237.57,180.13,58.23,20.89,4.58,31.9,4.53,6.68,4.69,3026,禾伸堂,電子零組件業,2019_3026
2019,138.14,109.8,26.59,15.95,4.47,56.35,4.65,9.84,4.47,3032,偉訓,電子零組件業,2019_3032
2019,137.99,113.91,7.09,13.71,8.53,56.12,3.97,6.89,3.55,3037,欣興,電子零組件業,2019_3037
2019,284.1,211.17,33.89,23.81,3.33,34.94,7.97,7.7,5.34,3042,晶技,電子零組件業,2019_3042
2019,151.89,133.02,32.05,20.69,6.42,52.31,11.09,18.14,8.71,3044,健鼎,電子零組件業,2019_3044
2019,216.1,160.49,28.82,16.51,3.49,39.5,6.98,13.27,7.93,3090,日電貿,電子零組件業,2019_3090
2019,142.27,112.83,30.86,24.9,3.92,54.04,9.67,18.06,8.73,3092,鴻碩,電子零組件業,2019_3092
2019,283.9,244.71,12.28,17.88,7.57,31.99,0.93,1.68,1.22,3296,勝德,電子零組件業,2019_3296
2019,156.81,136,25.05,23.51,7.96,62.94,6.27,19.51,7.76,3338,泰碩,電子零組件業,2019_3338
2019,236.16,205.26,421.79,23.6,5.75,31.14,10.98,9.91,7.06,3376,新日興,電子零組件業,2019_3376
2019,569.18,568.8,18.65,34.46,9.66,24.3,85.16,2.99,2.45,3432,台端,電子零組件業,2019_3432
2019,332.68,239.67,155.87,25.57,2.44,24.56,10.93,9.09,6.67,3501,維熹,電子零組件業,2019_3501
2019,314,259.58,125.69,36.24,4.58,22.94,14.21,19.13,14.38,3533,嘉澤,電子零組件業,2019_3533
2019,208.42,189.52,5.82,18.65,9.32,52.94,1.45,2.67,1.6,3550,聯穎,電子零組件業,2019_3550
2019,161.46,129.9,10.22,22.87,5.41,53.53,4.14,7.04,3.76,3605,宏致,電子零組件業,2019_3605
2019,131.84,98.08,9.64,25.56,3.19,49.22,5.24,3.74,2.32,3645,達邁,電子零組件業,2019_3645
2019,354.32,253.03,439.44,30.3,2.89,19.64,14.22,14.42,11.03,3653,健策,電子零組件業,2019_3653
2019,299.43,275.32,16.98,22.21,6.32,49.32,8.53,8.58,4.74,3679,新至陞,電子零組件業,2019_3679
2019,132.8,108.03,6.72,20.45,4.9,68.35,5.2,13.65,5.3,4912,聯德控股-KY,電子零組件業,2019_4912
2019,117.16,85.9,15.35,11.69,7.8,72.71,2.81,15.36,5.03,4915,致伸,電子零組件業,2019_4915
2019,146.02,94.15,13.03,18.97,4.87,36.95,8,12.35,7.51,4927,泰鼎-KY,電子零組件業,2019_4927
